	input	category	prediction
188	Emma appreciated that the hippo scoffed .	only_seen_as_unacc_subj_as_unerg_subj	Emma ( 10 ) ; hippo ( 22 ) ; scoff ( 34 ) AND appreciate ( 1 ) AND agent ( 1 , 10 ) AND ccomp ( 1 , 27 ) AND scoff ( 27 ) AND agent ( 27 , 22 )
189	The dog noticed that a hippo ran .	only_seen_as_unacc_subj_as_unerg_subj	* dog ( 12 ) ; hippo ( 25 ) ; run ( 34 ) ; notice ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 27 ) AND run ( 27 ) AND agent ( 27 , 25 )
190	Liam said that the hippo sneezed .	only_seen_as_unacc_subj_as_unerg_subj	Liam ( 12 ) ; hippo ( 29 ) ; sneeze ( 45 ) ; say ( 10 ) AND agent ( 10 , 12 ) AND ccomp ( 10 , 20 ) AND sneeze ( 20 ) AND theme ( 20 , 29 )
191	A girl hoped that a hippo slept .	only_seen_as_unacc_subj_as_unerg_subj	A girl ( 12 ) ; hippo ( 25 ) ; sleep ( 39 ) ; hope ( 8 ) AND agent ( 8 , 12 ) AND ccomp ( 8 , 27 ) AND sleep ( 27 ) AND theme ( 27 , 25 )
192	A prisoner believed that the hippo slept .	only_seen_as_unacc_subj_as_unerg_subj	prisoner ( 12 ) ; hippo ( 27 ) ; sleep ( 34 ) ; believe ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 28 ) AND sleep ( 28 ) AND theme ( 28 , 27 )
193	Noah liked that a hippo smiled .	only_seen_as_unacc_subj_as_unerg_subj	Noah ( 12 ) ; hippo ( 25 ) ; smile ( 38 ) AND like ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 18 ) AND smile ( 18 ) AND agent ( 18 , 25 )
194	The girl expected that a hippo snoozed .	only_seen_as_unacc_subj_as_unerg_subj	The girl ( 22 ) ; hippo ( 34 ) ; snooze ( 19 ) ; expect ( 10 ) AND agent ( 10 , 22 ) AND ccomp ( 10 , 27 ) AND snooze ( 27 ) AND theme ( 27 , 34 )
195	A boy appreciated that the hippo slept .	only_seen_as_unacc_subj_as_unerg_subj	A boy ( 12 ) ; hippo ( 25 ) ; sleep ( 30 ) AND agent ( 30 , 25 ) AND ccomp ( 12 , 30 ) AND appreciate ( 18 ) AND agent ( 18 , 12 )
196	Jacob noticed that the hippo smiled .	only_seen_as_unacc_subj_as_unerg_subj	Jacob ( 12 ) ; hippo ( 29 ) ; smile ( 45 ) ; notice ( 8 ) AND agent ( 8 , 12 ) AND ccomp ( 8 , 27 ) AND smile ( 27 ) AND theme ( 27 , 29 )
197	A girl believed that a hippo jogged .	only_seen_as_unacc_subj_as_unerg_subj	A girl ( 12 ) ; hippo ( 25 ) ; jog ( 34 ) ; believe ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 28 ) AND jog ( 28 ) AND theme ( 28 , 25 )
198	The doctor liked that a hippo jogged .	only_seen_as_unacc_subj_as_unerg_subj	The doctor ( 12 ) ; hippo ( 25 ) ; jog ( 34 ) AND like ( 8 ) AND agent ( 8 , 12 ) AND ccomp ( 8 , 20 ) AND jog ( 20 ) AND agent ( 20 , 25 )
199	The dog expected that a hippo slept .	only_seen_as_unacc_subj_as_unerg_subj	* dog ( 12 ) ; hippo ( 27 ) ; sleep ( 34 ) ; expect ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 18 ) AND sleep ( 18 ) AND agent ( 18 , 27 )
200	Emma squeezed a donut .	passive_to_active	Emma ( 10 ) ; donut ( 24 ) ; squeeze ( 36 ) AND agent ( 36 , 10 ) AND theme ( 36 , 24 )
201	Mason liked that Emma squeezed the cake beside a book .	passive_to_active	Mason ( 12 ) ; Emma ( 34 ) ; cake ( 19 ) ; * book ( 27 ) ; nmod . beside ( 19 , 27 ) AND like ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 18 ) AND squeeze ( 18 ) AND agent ( 18 , 34 ) AND theme ( 18 , 19 )
202	Leah meant that Emma squeezed the rose beside the piano .	passive_to_active	Leah ( 12 ) ; Emma ( 34 ) ; rose ( 25 ) ; * piano ( 40 ) ; mean ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 27 ) AND squeeze ( 27 ) AND agent ( 27 , 34 ) AND theme ( 27 , 25 ) AND nmod . beside ( 25 , 40 )
203	Nora squeezed Benjamin .	passive_to_active	Nora ( 12 ) ; Benjamin ( 25 ) ; squeeze ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 )
204	The girl squeezed a book on a table .	passive_to_active	* girl ( 12 ) ; book ( 25 ) ; * table ( 30 ) ; nmod . on ( 25 , 30 ) AND squeeze ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 )
205	The frog squeezed Emma .	passive_to_active	* frog ( 22 ) ; Emma ( 30 ) ; squeeze ( 19 ) AND agent ( 19 , 22 ) AND theme ( 19 , 30 )
206	A cat squeezed Amelia .	passive_to_active	cat ( 12 ) ; Amelia ( 34 ) ; squeeze ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
207	A monkey squeezed Emma .	passive_to_active	A monkey ( 12 ) ; Emma ( 34 ) ; squeeze ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
208	Olivia squeezed a fish on the crack .	passive_to_active	Olivia ( 12 ) ; * fish ( 27 ) ; * crack ( 34 ) ; nmod . on ( 27 , 34 ) AND squeeze ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 27 )
209	Amelia squeezed a beer .	passive_to_active	Amelia ( 12 ) ; beer ( 29 ) ; squeeze ( 45 ) AND agent ( 45 , 12 ) AND theme ( 45 , 29 )
210	Ethan squeezed the girl in the garden .	passive_to_active	Ethan ( 12 ) ; girl ( 25 ) ; * garden ( 34 ) ; nmod . in ( 25 , 34 ) AND squeeze ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 25 )
211	The dog squeezed a box .	passive_to_active	* dog ( 12 ) ; * box ( 34 ) ; squeeze ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
212	A dog squeezed Liam .	passive_to_active	dog ( 12 ) ; Liam ( 34 ) ; squeeze ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
213	Ella squeezed a rose on a chair on the speaker .	passive_to_active	Ella ( 12 ) ; * rose ( 25 ) ; * chair ( 30 ) ; * speaker ( 40 ) ; nmod . on ( 25 , 30 ) AND nmod . on ( 25 , 40 ) AND squeeze ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 )
214	William squeezed the cake on a stool beside the chair .	passive_to_active	William ( 12 ) ; cake ( 25 ) ; * stool ( 30 ) ; * chair ( 18 ) ; nmod . on ( 25 , 30 ) AND nmod . beside ( 25 , 18 ) AND squeeze ( 44 ) AND agent ( 44 , 12 ) AND theme ( 44 , 25 )
215	Elizabeth squeezed the strawberry beside a crystal .	passive_to_active	Elizabeth ( 12 ) ; strawberry ( 25 ) ; * crystal ( 34 ) ; nmod . beside ( 25 , 34 ) AND squeeze ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 25 )
216	A boy squeezed a box .	passive_to_active	"Sentence: A boy squeezed a box .
Logical Form: boy ( 12 ) ; box ( 34 ) ; squeeze ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )"
217	Carter squeezed Emma .	passive_to_active	Carter ( 12 ) ; Emma ( 34 ) ; squeeze ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
218	Emma squeezed a girl on a stool .	passive_to_active	Emma ( 10 ) ; girl ( 24 ) ; * stool ( 38 ) ; nmod . on ( 24 , 38 ) AND squeeze ( 15 ) AND agent ( 15 , 10 ) AND theme ( 15 , 24 )
219	The girl squeezed Jacob .	passive_to_active	* girl ( 29 ) ; Jacob ( 12 ) ; squeeze ( 45 ) AND agent ( 45 , 29 ) AND theme ( 45 , 12 )
220	Jackson shipped a friend the tool on a tree .	pp_dative_to_do_dative	Jackson ( 12 ) ; friend ( 34 ) ; tool ( 27 ) ; * tree ( 19 ) ; nmod . on ( 27 , 19 ) AND ship ( 45 ) AND agent ( 45 , 12 ) AND recipient ( 45 , 34 ) AND theme ( 45 , 27 )
221	Olivia shipped Emma the rose in a tin .	pp_dative_to_do_dative	Olivia ( 12 ) ; Emma ( 10 ) ; rose ( 24 ) ; * tin ( 38 ) ; nmod . in ( 24 , 38 ) AND ship ( 5 ) AND agent ( 5 , 12 ) AND recipient ( 5 , 10 ) AND theme ( 5 , 24 )
222	The citizen shipped Liam a cake in a house .	pp_dative_to_do_dative	citizen ( 12 ) ; Liam ( 34 ) ; cake ( 25 ) ; * house ( 19 ) ; nmod . in ( 25 , 19 ) AND ship ( 40 ) AND agent ( 40 , 12 ) AND recipient ( 40 , 34 ) AND theme ( 40 , 25 )
223	A girl shipped Oliver the clock .	pp_dative_to_do_dative	girl ( 12 ) ; Oliver ( 25 ) ; clock ( 30 ) ; ship ( 18 ) AND agent ( 18 , 12 ) AND recipient ( 18 , 25 ) AND theme ( 18 , 30 )
224	The coach shipped Emma the seed .	pp_dative_to_do_dative	coach ( 12 ) ; Emma ( 34 ) ; seed ( 27 ) ; ship ( 45 ) AND agent ( 45 , 12 ) AND recipient ( 45 , 34 ) AND theme ( 45 , 27 )
225	Grayson shipped the boy a bell .	pp_dative_to_do_dative	Grayson ( 12 ) ; boy ( 34 ) ; bell ( 29 ) ; ship ( 45 ) AND agent ( 45 , 12 ) AND recipient ( 45 , 34 ) AND theme ( 45 , 29 )
226	The coach shipped a dog a cake .	pp_dative_to_do_dative	coach ( 12 ) ; dog ( 25 ) ; cake ( 30 ) ; ship ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 30 ) AND recipient ( 18 , 25 )
227	A passenger shipped Riley the cake .	pp_dative_to_do_dative	passenger ( 12 ) ; Riley ( 34 ) ; cake ( 27 ) ; ship ( 45 ) AND agent ( 45 , 12 ) AND recipient ( 45 , 34 ) AND theme ( 45 , 27 )
228	A girl liked that Scarlett declared that the prince shipped Olivia a sandwich in a house .	pp_dative_to_do_dative	girl ( 12 ) ; Scarlett ( 25 ) ; prince ( 34 ) ; Olivia ( 18 ) ; sandwich ( 40 ) ; house ( 46 ) ; like ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 14 ) AND declare ( 14 ) AND agent ( 14 , 25 ) AND ccomp ( 14 , 22 ) AND ship ( 22 ) AND theme ( 22 , 18 ) AND recipient ( 22 , 40 ) AND nmod . in ( 40 , 46 )
229	A girl shipped the boy a chalk in a garden .	pp_dative_to_do_dative	girl ( 12 ) ; boy ( 34 ) ; chalk ( 25 ) ; * garden ( 19 ) ; nmod . in ( 34 , 19 ) AND ship ( 40 ) AND agent ( 40 , 12 ) AND recipient ( 40 , 34 ) AND theme ( 40 , 25 )
230	Skylar shipped Scarlett a bucket .	pp_dative_to_do_dative	Skylar ( 12 ) ; Scarlett ( 25 ) ; bucket ( 8 ) ; ship ( 34 ) AND agent ( 34 , 12 ) AND recipient ( 34 , 25 ) AND theme ( 34 , 8 )
231	Emma shipped Alexander a box on the stage .	pp_dative_to_do_dative	Emma ( 10 ) ; Alexander ( 24 ) ; box ( 39 ) ; * stage ( 18 ) ; nmod . on ( 39 , 18 ) AND ship ( 27 ) AND agent ( 27 , 10 ) AND recipient ( 27 , 24 ) AND theme ( 27 , 39 )
232	A father shipped Liam the rose on a table .	pp_dative_to_do_dative	father ( 12 ) ; Liam ( 34 ) ; rose ( 27 ) ; * table ( 19 ) ; nmod . on ( 27 , 19 ) AND ship ( 45 ) AND agent ( 45 , 12 ) AND recipient ( 45 , 34 ) AND theme ( 45 , 27 )
233	Emma shipped a girl the cake .	pp_dative_to_do_dative	Emma ( 10 ) ; girl ( 24 ) ; cake ( 36 ) ; ship ( 19 ) AND agent ( 19 , 10 ) AND recipient ( 19 , 24 ) AND theme ( 19 , 36 )
234	The boy respected that Samuel shipped Olivia the box in the room .	pp_dative_to_do_dative	* boy ( 12 ) ; Samuel ( 25 ) ; Olivia ( 30 ) ; box ( 18 ) ; room ( 40 ) ; respect ( 14 ) AND agent ( 14 , 12 ) AND ccomp ( 14 , 22 ) AND ship ( 22 ) AND agent ( 22 , 25 ) AND recipient ( 22 , 30 ) AND theme ( 22 , 18 ) AND nmod . in ( 18 , 40 )
235	Eleanor shipped Joseph a cake beside the table .	pp_dative_to_do_dative	Eleanor ( 12 ) ; Joseph ( 25 ) ; cake ( 30 ) ; * table ( 18 ) ; nmod . beside ( 30 , 18 ) AND ship ( 44 ) AND agent ( 44 , 12 ) AND recipient ( 44 , 25 ) AND theme ( 44 , 30 )
236	A lion shipped Mateo the cake .	pp_dative_to_do_dative	lion ( 12 ) ; Mateo ( 34 ) ; cake ( 25 ) ; ship ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 34 ) AND theme ( 19 , 25 )
237	Hannah shipped Brooklyn the cake .	pp_dative_to_do_dative	Hannah ( 12 ) ; Brooklyn ( 25 ) ; cake ( 30 ) ; ship ( 18 ) AND agent ( 18 , 12 ) AND recipient ( 18 , 25 ) AND theme ( 18 , 30 )
238	A boy shipped a frog the sandwich in the garden .	pp_dative_to_do_dative	* boy ( 12 ) ; frog ( 27 ) ; sandwich ( 34 ) ; garden ( 45 ) ; * ship ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 27 ) AND recipient ( 19 , 34 ) AND nmod . in ( 34 , 45 )
239	The donkey shipped Noah a donut .	pp_dative_to_do_dative	donkey ( 12 ) ; Noah ( 34 ) ; donut ( 25 ) ; ship ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 34 ) AND theme ( 19 , 25 )
240	Logan slipped a donut on the bun beside the bed beside the table in a cup beside a tree to Emily .	pp_recursion	Logan ( 12 ) ; donut ( 20 ) ; bun ( 34 ) ; bed ( 40 ) ; table ( 45 ) ; cup ( 50 ) ; tree ( 55 ) ; Emily ( 60 ) ; * nmod . on ( 20 , 34 ) AND nmod . beside ( 20 , 40 ) AND nmod . beside ( 20 , 45 ) AND nmod . in ( 20 , 50 ) AND nmod . beside ( 50 , 55 ) AND slip ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 20 ) AND recipient ( 27 , 60 )
241	A judge poked the donut in a cupboard beside the bin beside the seat in a taxi beside a bed in a house beside a stage in a garden on a rock beside a table .	pp_recursion	* judge ( 12 ) ; * donut ( 34 ) ; * cupboard ( 19 ) ; * bin ( 27 ) ; * seat ( 22 ) ; * taxi ( 15 ) ; * bed ( 10 ) ; * house ( 5 ) ; * stage ( 44 ) ; * garden ( 39 ) ; * rock ( 8 ) ; * table ( 25 ) ; nmod . in ( 34 , 19 ) AND nmod . beside ( 34 , 27 ) AND nmod . beside ( 27 , 22 ) AND nmod . in ( 22 , 15 ) AND nmod . beside ( 15 , 10 ) AND nmod . in (
242	A cat served a box on the napkin beside a log on a bed beside the bike on a TV to the prince .	pp_recursion	cat ( 12 ) ; box ( 34 ) ; napkin ( 19 ) ; log ( 27 ) ; bed ( 22 ) ; bike ( 40 ) ; TV ( 46 ) ; prince ( 50 ) ; nmod . on ( 34 , 19 ) AND nmod . beside ( 34 , 27 ) AND nmod . on ( 34 , 22 ) AND nmod . beside ( 34 , 40 ) AND nmod . on ( 34 , 46 ) AND serve ( 15 ) AND agent ( 15 , 12 ) AND theme ( 15 , 34 ) AND recipient ( 15 , 50 )
243	Liam liked the soldier beside a bottle on the road beside a cup in a room on a sock in a well on the chair in a basin .	pp_recursion	Liam ( 12 ) ; soldier ( 25 ) ; bottle ( 38 ) ; road ( 44 ) ; cup ( 19 ) ; room ( 27 ) ; sock ( 30 ) ; well ( 33 ) ; chair ( 46 ) ; basin ( 50 ) ; nmod . beside ( 25 , 38 ) AND nmod . on ( 38 , 44 ) AND nmod . beside ( 19 , 44 ) AND nmod . in ( 19 , 27 ) AND nmod . on ( 30 , 33 ) AND nmod . in ( 46 , 50 ) AND like ( 5 ) AND agent ( 5 , 12 ) AND theme (
244	Emma appreciated that the cat snapped the dealer in the cage beside the book in a house beside a sink beside the cup beside a chair beside the bin on the bed .	pp_recursion	Emma ( 10 ) ; cat ( 24 ) ; dealer ( 36 ) ; cage ( 18 ) ; book ( 42 ) ; house ( 54 ) ; sink ( 30 ) ; cup ( 12 ) ; chair ( 16 ) ; bin ( 20 ) ; bed ( 8 ) ; nmod . beside ( 36 , 18 ) AND nmod . beside ( 18 , 42 ) AND nmod . in ( 36 , 54 ) AND nmod . beside ( 30 , 12 ) AND nmod . beside ( 16 , 20 ) AND nmod . beside ( 20 , 8 ) AND appreciate ( 1 ) AND agent ( 1 ,
245	Liam liked a donut in the garden in the well on a bike in the house on a bowl in a pod .	pp_recursion	Liam ( 12 ) ; donut ( 34 ) ; garden ( 27 ) ; well ( 19 ) ; bike ( 5 ) ; house ( 43 ) ; bowl ( 29 ) ; pod ( 11 ) ; like ( 36 ) AND agent ( 36 , 12 ) AND theme ( 36 , 34 ) AND nmod . in ( 34 , 27 ) AND nmod . in ( 34 , 19 ) AND nmod . on ( 34 , 5 ) AND nmod . in ( 34 , 43 ) AND nmod . on ( 34 , 29 ) AND nmod . in ( 34 , 11 )
246	A cat froze a chicken on a chair in a garden on a table in a dumpster beside the monk beside a bed .	pp_recursion	* cat ( 12 ) ; chicken ( 25 ) ; * chair ( 30 ) ; garden ( 44 ) ; * table ( 18 ) ; * dumpster ( 39 ) ; monk ( 22 ) ; * bed ( 33 ) ; nmod . on ( 25 , 30 ) AND nmod . in ( 30 , 44 ) AND nmod . on ( 25 , 18 ) AND nmod . in ( 18 , 39 ) AND nmod . beside ( 22 , 39 ) AND nmod . beside ( 25 , 33 ) AND freeze ( 5 ) AND agent ( 5 , 12 ) AND theme ( 5 , 25 )
247	The girl sketched the cat in a house on a seat beside a table beside a dragon on the notebook in a jar in the room .	pp_recursion	* girl ( 12 ) ; * cat ( 27 ) ; * house ( 34 ) ; * seat ( 19 ) ; * table ( 22 ) ; * dragon ( 40 ) ; * notebook ( 46 ) ; * jar ( 29 ) ; * room ( 5 ) ; nmod . in ( 27 , 34 ) AND nmod . on ( 27 , 19 ) AND nmod . beside ( 19 , 22 ) AND nmod . beside ( 22 , 40 ) AND nmod . on ( 46 , 29 ) AND nmod . in ( 29 , 5 ) AND sketch ( 33 ) AND agent ( 33 , 12 ) AND
248	The boy ate the monster in the cabinet in a envelope on the tiger beside the painting beside a cat on a box beside a table on a surface in the house in the cup beside the stage .	pp_recursion	* boy ( 12 ) ; monster ( 34 ) ; cabinet ( 19 ) ; envelope ( 27 ) ; tiger ( 45 ) ; painting ( 50 ) ; cat ( 22 ) ; box ( 8 ) ; table ( 36 ) ; surface ( 14 ) ; house ( 5 ) ; cup ( 11 ) ; stage ( 33 ) ; nmod . in ( 34 , 19 ) AND nmod . in ( 34 , 27 ) AND nmod . on ( 34 , 45 ) AND nmod . beside ( 34 , 50 ) AND nmod . beside ( 34 , 22 ) AND nmod . on ( 22 , 8 )
249	Emily admired a girl beside the monkey on the bible in the car in a palace on a surface on a desk on a cupboard on the table .	pp_recursion	Emily ( 12 ) ; girl ( 34 ) ; monkey ( 19 ) ; bible ( 27 ) ; car ( 45 ) ; palace ( 50 ) ; surface ( 36 ) ; desk ( 22 ) ; cupboard ( 40 ) ; table ( 11 ) ; nmod . beside ( 34 , 19 ) AND nmod . on ( 34 , 27 ) AND nmod . in ( 34 , 45 ) AND nmod . in ( 34 , 50 ) AND nmod . on ( 34 , 36 ) AND nmod . on ( 34 , 22 ) AND nmod . on ( 34 , 40 ) AND nmod . on (
250	A tenant liked the teacher in a glass on a stage in a house .	pp_recursion	tenant ( 12 ) ; teacher ( 25 ) ; * glass ( 38 ) ; * stage ( 44 ) ; * house ( 19 ) ; nmod . in ( 25 , 38 ) AND nmod . on ( 25 , 44 ) AND nmod . in ( 25 , 19 ) AND like ( 30 ) AND agent ( 30 , 12 ) AND theme ( 30 , 25 )
251	Eleanor painted a teacher in a house beside the stage on the table in a room .	pp_recursion	Eleanor ( 12 ) ; teacher ( 25 ) ; * house ( 30 ) ; * stage ( 44 ) ; * table ( 18 ) ; * room ( 39 ) ; paint ( 5 ) AND agent ( 5 , 12 ) AND theme ( 5 , 25 ) AND nmod . in ( 25 , 30 ) AND nmod . beside ( 30 , 44 ) AND nmod . on ( 25 , 18 ) AND nmod . in ( 18 , 39 )
252	A teacher sold a bat beside a machine in the house on the chair in a room beside the sword on a seat on the table to a goose .	pp_recursion	teacher ( 12 ) ; bat ( 34 ) ; machine ( 19 ) ; house ( 27 ) ; chair ( 22 ) ; room ( 40 ) ; sword ( 46 ) ; seat ( 8 ) ; table ( 15 ) ; goose ( 53 ) ; * beside ( 34 , 19 ) ; nmod . in ( 34 , 27 ) ; nmod . on ( 34 , 22 ) ; nmod . in ( 34 , 40 ) ; nmod . beside ( 34 , 46 ) ; nmod . on ( 34 , 8 ) ; nmod . on ( 34 , 15 ) AND sell ( 5 ) AND agent (
253	A dog painted the girl beside the chair in a house beside a road on a dish .	pp_recursion	* dog ( 12 ) ; girl ( 34 ) ; * chair ( 18 ) ; * house ( 27 ) ; * road ( 45 ) ; * dish ( 50 ) ; nmod . beside ( 34 , 18 ) AND nmod . in ( 34 , 27 ) AND nmod . beside ( 27 , 45 ) AND paint ( 6 ) AND agent ( 6 , 12 ) AND theme ( 6 , 34 ) AND nmod . on ( 34 , 50 )
254	The baby returned James the donut on the tree in the house on the bed in a bag .	pp_recursion	* baby ( 12 ) ; James ( 34 ) ; donut ( 20 ) ; * tree ( 8 ) ; * house ( 5 ) ; * bed ( 18 ) ; * bag ( 27 ) ; nmod . on ( 20 , 8 ) AND nmod . in ( 20 , 5 ) AND nmod . on ( 20 , 18 ) AND nmod . in ( 20 , 27 ) AND return ( 43 ) AND agent ( 43 , 12 ) AND recipient ( 43 , 34 ) AND theme ( 43 , 20 )
255	The boy sold the cake on the boat on the leaflet in the haystack on a bed on a stage on a block in a garden on the chair to the president .	pp_recursion	* boy ( 12 ) ; cake ( 34 ) ; boat ( 19 ) ; leaflet ( 27 ) ; haystack ( 43 ) ; bed ( 5 ) ; stage ( 22 ) ; block ( 29 ) ; garden ( 36 ) ; chair ( 11 ) ; president ( 50 ) ; nmod . on ( 34 , 19 ) AND nmod . on ( 19 , 27 ) AND nmod . in ( 27 , 43 ) AND nmod . on ( 43 , 5 ) AND nmod . on ( 5 , 22 ) AND nmod . on ( 22 , 29 ) AND nmod . in ( 29 , 36
256	The girl cleaned a cat beside a table in a storage on a rock beside the bed in a house on the desk in the garden beside a car .	pp_recursion	* girl ( 12 ) ; cat ( 34 ) ; table ( 18 ) ; storage ( 27 ) ; rock ( 40 ) ; bed ( 22 ) ; house ( 29 ) ; desk ( 5 ) ; garden ( 9 ) ; car ( 15 ) ; nmod . beside ( 34 , 18 ) AND nmod . in ( 34 , 27 ) AND nmod . on ( 34 , 40 ) AND nmod . beside ( 40 , 22 ) AND nmod . in ( 22 , 29 ) AND nmod . on ( 22 , 5 ) AND nmod . in ( 5 , 9 ) AND nmod . beside (
257	A girl handed the block beside a mirror beside a book in a vessel in the room in a house in the box beside the bag beside a log in the saucepan in the car beside the table to Liam .	pp_recursion	* girl ( 12 ) ; block ( 34 ) ; mirror ( 19 ) ; book ( 27 ) ; vessel ( 45 ) ; room ( 50 ) ; house ( 6 ) ; box ( 8 ) ; bag ( 11 ) ; log ( 16 ) ; saucepan ( 22 ) ; car ( 29 ) ; table ( 39 ) ; Liam ( 43 ) ; nmod . beside ( 34 , 19 ) AND nmod . beside ( 19 , 27 ) AND nmod . in ( 34 , 45 ) AND nmod . in ( 45 , 50 ) AND nmod . in ( 50 , 6 ) AND nmod . in (
258	Liam ate the cookie in a penthouse beside the book in the house in the stadium on a bible beside the car in a bakery beside the table beside the machine in the container .	pp_recursion	Liam ( 12 ) ; cookie ( 34 ) ; * penthouse ( 8 ) ; book ( 19 ) ; * house ( 27 ) ; * stadium ( 43 ) ; * bible ( 56 ) ; * car ( 22 ) ; * bakery ( 14 ) ; table ( 29 ) ; * machine ( 36 ) ; * container ( 5 ) ; nmod . in ( 34 , 8 ) AND nmod . beside ( 34 , 19 ) AND nmod . in ( 19 , 27 ) AND nmod . in ( 27 , 43 ) AND nmod . on ( 34 , 56 ) AND nmod . beside ( 56 ,
259	William helped a boy beside the table on a truck beside the tree on the yacht beside a bed in a car beside a boat beside a chair on a seat in a envelope on a shelf .	pp_recursion	William ( 12 ) ; boy ( 34 ) ; table ( 5 ) ; truck ( 19 ) ; tree ( 27 ) ; yacht ( 43 ) ; bed ( 8 ) ; car ( 15 ) ; boat ( 22 ) ; chair ( 29 ) ; seat ( 36 ) ; envelope ( 11 ) ; shelf ( 18 ) ; help ( 44 ) AND agent ( 44 , 12 ) AND recipient ( 44 , 34 ) AND nmod . beside ( 34 , 5 ) AND nmod . on ( 34 , 19 ) AND nmod . beside ( 19 , 27 ) AND nmod . on ( 34 , 43 ) AND
260	The lion preferred to crawl .	prim_to_inf_arg	lion ( 12 ) ; crawl ( 5 ) ; prefer ( 8 ) AND agent ( 8 , 12 ) AND theme ( 8 , 5 )
261	Elijah wanted to crawl .	prim_to_inf_arg	Elijah ( 44 ) ; crawl ( 12 ) ; want ( 27 ) AND agent ( 27 , 44 ) AND theme ( 27 , 12 )
262	A student wanted to crawl .	prim_to_inf_arg	student ( 12 ) ; crawl ( 5 ) ; want ( 8 ) AND agent ( 8 , 12 ) AND theme ( 8 , 5 )
263	Liam dreamed to crawl .	prim_to_inf_arg	Liam ( 23 ) ; crawl ( 12 ) ; dream ( 34 ) AND agent ( 34 , 23 ) AND ccomp ( 34 , 12 )
264	A butterfly hoped that Ava wanted to crawl .	prim_to_inf_arg	A butterfly ( 12 ) ; Ava ( 34 ) ; crawl ( 27 ) ; hope ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 22 ) AND want ( 22 ) AND agent ( 22 , 34 ) AND theme ( 22 , 27 )
265	Avery wanted to crawl .	prim_to_inf_arg	Avery ( 12 ) ; crawl ( 5 ) ; want ( 8 ) AND agent ( 8 , 12 ) AND theme ( 8 , 5 )
266	A manager preferred to crawl .	prim_to_inf_arg	manager ( 12 ) ; crawl ( 5 ) ; prefer ( 8 ) AND agent ( 8 , 12 ) AND theme ( 8 , 5 )
267	Ava wanted to crawl .	prim_to_inf_arg	Ava ( 12 ) ; crawl ( 5 ) AND want ( 8 ) AND agent ( 8 , 12 ) AND theme ( 8 , 5 )
268	The girl longed to crawl .	prim_to_inf_arg	The girl ( 12 ) ; crawl ( 25 ) ; long ( 30 ) AND agent ( 30 , 12 ) AND theme ( 30 , 25 )
269	A guard liked to crawl .	prim_to_inf_arg	guard ( 12 ) ; crawl ( 8 ) ; like ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 8 )
270	A hen expected to crawl .	prim_to_inf_arg	hen ( 12 ) ; crawl ( 19 ) ; expect ( 5 ) AND agent ( 5 , 12 ) AND theme ( 5 , 19 )
271	The frog yearned to crawl .	prim_to_inf_arg	frog ( 22 ) ; crawl ( 18 ) ; yearn ( 5 ) AND agent ( 5 , 22 ) AND ccomp ( 5 , 18 )
272	Emma liked that Noah wanted to crawl .	prim_to_inf_arg	Emma ( 10 ) ; Noah ( 25 ) ; crawl ( 18 ) ; like ( 1 ) AND agent ( 1 , 10 ) AND ccomp ( 1 , 5 ) AND want ( 5 ) AND agent ( 5 , 25 ) AND ccomp ( 5 , 18 )
273	A child planned to crawl .	prim_to_inf_arg	child ( 12 ) ; crawl ( 27 ) ; plan ( 34 ) AND agent ( 34 , 12 ) AND ccomp ( 34 , 27 )
